"geoid","total"
"36081061200",10
"36059414600",2
"36081112300",5
"36071014502",1
"36059519400",1
"36047009600",23
"36119008800",3
"36119013104",1
"36005003700",10
"36085990100",5
"36047032100",192
"36005040701",4
"36061007300",77311
"36047020800",3
"36061018100",29137
"36005031600",1
"36047003600",5
"36061009800",107673
"36119011300",4
"36059301102",1
"36047035602",11
"36087010102",1
"36059412400",4
"36047064200",9
"36061024200",1876
"36047019300",847
"36061017402",943
"36047077600",16
"36047057600",3
"36103124402",1
"36059300700",21
"36047055400",27
"36047102400",5
"36005020000",25
"36047025000",4
"36103124602",1
"36047017100",96
"36119010701",4
"36061006700",62331
"36047028700",607
"36061021200",2117
"36081037600",7
"36081055200",46
"36081048500",637
"36061010100",305659
"36061006200",36667
"36103146201",1
"36081118100",6
"36047039100",541
"36061000800",4561
"36047049100",713
"36119002402",4
"36047003000",6
"36047015500",362
"36047076200",23
"36081015300",527
"36081012800",2
"36081011800",17
"36047116800",11
"36005007300",14
"36081092900",10
"36005026100",5
"36005030100",1
"36071013600",3
"36081103900",27
"36005016500",19
"36081990100",4
"36047029500",102
"36081049600",1
"36059416900",8
"36061029100",146
"36081009900",193
"36047031900",69
"36081009600",5
"36081097300",17
"36081080302",31
"36047072400",3
"36081005400",22
"36081104700",3
"36047054300",487
"36047074000",20
"36047086000",7
"36061002000",2009
"36081036300",103
"36081011400",7
"36085017300",1
"36081005800",24
"36047038900",976
"36061009100",102669
"36103135209",2
"36081152902",2
"36081037700",36
"36047065800",1
"36059518203",4
"36047117602",3
"36047099000",1
"36081066100",2
"36047018600",4
"36061018500",26188
"36047025600",10
"36081028100",298
"36047016100",3216
"36081010000",9
"36081052100",48
"36081079000",425
"36005007800",18
"36047028600",5
"36059302600",3
"36005033700",6
"36061021400",183
"36059517301",1
"36061015500",29793
"36059414900",1
