"geoid","total"
"36047003700",3203
"36047150200",152
"36005023100",20
"36081010100",341
"36081150701",1
"36047101200",2
"36005029500",40
"36059405800",2
"36047062200",12
"36047002100",9919
"36085010500",5
"36061006500",104861
"36061000600",4748
"36081014900",521
"36119002700",1
"36005044902",6
"36103146703",1
"36047101400",1
"36061004900",78440
"36059404600",4
"36061011000",87619
"36059404902",1
"36061007700",83324
"36061005700",57956
"36047113400",2
"36081028800",8
"36081000700",10308
"36081077500",47
"36047052700",1879
"36081013200",13
"36061000202",1131
"36005027600",8
"36047078200",5
"36081045900",20
"36119014607",1
"36047029700",227
"36081088400",37
"36005029301",3
"36059521700",1
"36081056100",11
"36005037000",3
"36059520900",1
"36059412900",2
"36005024400",10
"36061008000",132515
"36061007400",124113
"36081008600",26
"36061031704",55580
"36047061003",8
"36047046000",45
"36081066300",8
"36061011201",85572
"36061029500",636
"36081057900",5
"36047057900",928
"36047029200",14
"36047072200",12
"36061003200",77444
"36119005200",13
"36061015801",43511
"36081061601",1
"36047012100",975
"36085006400",10
"36047053500",160
"36081010200",6
"36061003002",41020
"36081026100",747
"36061026300",850
"36005016700",22
"36081126500",7
"36059517200",1
"36081045500",58
"36081021900",91
"36061018700",30006
"36061003800",97956
"36081157902",5
"36061019200",422
"36081042400",3
"36119001503",4
"36119006802",4
"36005014500",22
"36005021001",17
"36081062100",5
"36005039500",19
"36085015100",2
"36061002900",23546
"36119004000",2
"36103123401",1
"36005046202",17
"36081115100",2
"36081011700",590
"36081120100",4
"36059404700",3
"36081053900",64
"36081057700",12
"36047121000",5
"36059416500",1
"36005026900",37
"36005015700",6
"36047079601",343
"36005021601",23
"36047072800",3
"36081077906",5
"36005027401",3
"36047047700",1328
"36081014300",1516
"36047068200",4
"36005038100",16
"36081025800",2
"36047084000",4
"36119012900",5
"36061018600",2246
"36047026300",94
"36047040200",28
"36047088200",37
"36081059800",4
"36047092000",4
"36061031900",4867
"36081005100",930
"36085011401",2
"36081004300",1534
"36061016800",14276
"36081069300",261
"36047024200",1
"36081001600",5
"36081055900",16
"36047042400",8
"36081138501",14
"36047056200",1
"36081098700",5
"36081000100",4778
"36047007000",22
"36047024600",3
"36103159106",2
"36061002201",5611
"36081065000",2
"36047090000",19
"36081063900",41
"36081061200",7
"36059414600",3
"36081112300",7
"36071014502",4
